gene_id	gene	product	protein_id	old_locus_tag	A1A_S7	A1B_S8	A1C_S9	A2A_S10	A2B_S11	A2C_S12	A3A_S13	A3B_S14	A3C_S15	C1A_S16	C1B_S17	C1C_S18	C2A_60ng_S19	C2B_100ng_S20	C2B_60ng_S21	C2C_100ng_S22	C2C_60ng_S23	C3A_100ng_S24	C3A_60ng_S25	C3B_60ng_S26	C3C_100ng_S27	C3C_60ng_S28	C4A_S29	C4B_S30	C4C_S31	C5A_S32	C5B_S33	C5C_S34	Mock_S35	P6A_S1	P6B_S2	P6C_S3	P7A_S4	P7B_S5	P7C_S6
TX50_RS04120	pgl	6-phosphogluconolactonase	WP_011132405.1		0	0	0	0	0	0	0	0	0	38	156	430	36	105	67	189	171	14	37	52	23	14	34	36	62	78	27	24	2	201	271	186	174	302	175
TX50_RS04125		CIA30 family protein	WP_011132406.1		0	0	0	1	0	0	0	0	0	126	238	411	71	187	118	275	184	53	38	176	108	64	139	116	154	93	77	70	0	342	371	367	209	338	242
TX50_RS04130		hypothetical protein	WP_011132407.1		0	0	0	0	0	0	0	0	0	3	41	62	30	26	31	46	30	18	23	20	26	14	24	28	32	17	19	28	0	92	67	79	76	73	48
TX50_RS04135	ilvD	dihydroxy-acid dehydratase	WP_011132408.1		5	0	6	0	3	8	1	0	0	1216	2978	5053	589	1992	1371	3169	2229	559	745	2091	841	793	1312	1047	2041	1057	570	803	6	3560	4339	4055	1967	2203	2350
TX50_RS04140		membrane protein	WP_011132409.1		0	0	0	0	0	0	0	0	0	148	296	327	91	244	194	408	290	40	155	614	218	245	254	182	597	61	28	47	1	549	408	435	43	71	82
TX50_RS04145		uracil phosphoribosyltransferase	WP_011132410.1		0	0	0	0	0	0	0	0	0	173	375	405	125	288	148	405	311	29	71	266	105	63	162	160	231	105	63	55	0	438	468	525	158	120	129
TX50_RS04150		pentapeptide repeat-containing protein	WP_011132411.1		0	1	0	3	0	0	0	2	0	1497	2168	2373	594	1706	1148	3080	2372	451	665	2329	1153	990	1468	1130	1353	1239	753	863	1	2973	3482	3375	1601	2162	1710
TX50_RS04155		GTP-binding protein	WP_011132412.1		0	0	0	0	0	2	0	0	0	228	514	381	155	233	139	330	263	75	91	277	140	101	231	190	161	175	97	153	0	750	767	774	447	612	600
TX50_RS04160	purS	phosphoribosylformylglycinamidine synthase subunit PurS	WP_011132413.1		0	0	0	1	0	2	0	0	0	99	339	482	68	196	142	376	294	27	43	217	67	38	81	48	172	112	38	76	0	384	290	452	187	218	266
TX50_RS04165	purQ	phosphoribosylformylglycinamidine synthase subunit PurQ	WP_011132414.1		0	4	0	0	0	2	2	0	0	213	383	583	94	276	158	477	277	74	137	332	112	121	157	149	320	119	65	86	0	513	611	586	457	895	830
TX50_RS04170	fba	fructose-bisphosphate aldolase class II	WP_011132415.1		10	0	0	2	19	47	1	5	2	51180	91949	25117	25177	43606	28743	54539	39368	7680	8647	26267	9677	8063	16035	16179	7160	12699	7958	12504	34	128907	141104	137654	4998	3830	3900
TX50_RS04175		Gfo/Idh/MocA family oxidoreductase	WP_036930951.1		0	0	0	4	0	0	2	0	2	188	547	242	88	152	157	284	225	46	111	259	136	87	158	176	239	91	43	79	2	794	921	880	103	154	91
TX50_RS04180		hypothetical protein	WP_011132417.1		0	0	0	0	0	4	0	0	0	75	236	85	42	79	39	114	108	14	17	93	26	19	25	64	74	44	8	22	0	316	297	298	27	16	7
TX50_RS04185	accD	acetyl-CoA carboxylase, carboxyltransferase subunit beta	WP_011132418.1		0	0	0	0	0	2	0	0	0	745	1995	820	266	601	421	1092	720	102	182	842	221	196	462	417	1014	317	142	224	0	2359	2822	2656	114	112	137
TX50_RS04190		phosphoribulokinase	WP_011132419.1		2	0	0	0	0	19	0	0	0	6382	12927	2067	1509	3007	2031	5193	3978	646	705	2964	642	640	1604	1302	1405	1454	610	1167	0	17786	22047	18687	190	148	116
TX50_RS04195	leuB	3-isopropylmalate dehydrogenase	WP_011132420.1		0	3	2	0	0	5	2	1	0	201	510	242	104	245	126	307	246	27	48	230	57	80	110	134	202	67	62	80	0	725	883	871	85	105	81
TX50_RS04200	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	WP_011132421.1		0	1	0	0	0	1	0	0	0	55	265	104	44	86	30	129	108	35	31	105	48	47	58	70	127	57	18	20	0	282	205	325	49	32	38
TX50_RS04205	proB	glutamate 5-kinase	WP_011132422.1		0	0	0	0	0	0	0	0	0	117	354	195	99	140	82	163	173	56	84	172	67	73	83	91	101	68	27	45	0	497	421	510	60	62	88
TX50_RS04210		YqeG family HAD IIIA-type phosphatase	WP_011132423.1		0	0	1	0	0	0	0	0	0	131	317	418	53	211	104	238	254	9	46	157	24	26	113	65	123	74	39	30	0	370	304	348	102	233	185
TX50_RS04215		DUF3727 domain-containing protein	WP_011132424.1		0	0	0	0	0	1	0	0	0	351	621	1166	179	558	341	937	713	109	236	846	372	342	501	334	592	240	109	151	4	1016	1154	1011	449	658	496
TX50_RS04220	ruvX	Holliday junction resolvase RuvX	WP_011132425.1		0	0	0	0	0	0	0	1	0	34	49	18	14	29	8	29	16	20	6	28	15	17	20	23	10	34	12	10	0	61	34	75	26	4	27
TX50_RS04225		hypothetical protein	WP_011132426.1		0	2	0	10	0	0	0	0	0	73	211	148	122	74	81	130	110	24	58	135	57	62	108	68	80	61	13	45	0	207	165	227	89	120	92
TX50_RS04230		hypothetical protein	WP_225866776.1		0	0	0	0	0	0	0	0	1	240	447	200	88	166	157	283	251	46	46	142	72	37	137	69	103	84	54	92	0	451	385	576	112	143	74
TX50_RS04235		thylakoid membrane photosystem I accumulation factor	WP_011132428.1		0	3	0	0	3	2	0	0	0	641	1123	535	181	471	264	865	627	147	138	585	174	130	283	173	258	274	148	220	1	1302	1415	1666	270	420	426
TX50_RS04240		DUF3685 domain-containing protein	WP_011132429.1		0	1	0	6	0	3	0	0	1	365	697	2231	213	574	294	727	659	76	127	422	188	147	409	213	291	168	62	109	2	855	599	947	376	623	339
TX50_RS04245	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	WP_011132430.1		0	0	0	0	0	0	1	1	0	229	499	608	95	255	185	488	382	79	150	500	191	161	242	238	399	138	91	108	0	550	737	770	441	585	399
TX50_RS04250		NAD-dependent epimerase/dehydratase family protein	WP_011132431.1		0	0	1	1	0	0	0	0	0	339	755	175	179	379	210	485	454	37	114	447	139	122	208	201	294	181	46	60	0	992	1029	1118	75	92	26
TX50_RS04255	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	WP_011132432.1		0	0	0	0	0	0	0	0	0	18	45	20	2	18	13	18	28	11	11	14	5	10	11	15	5	3	0	4	0	61	36	77	15	40	22
TX50_RS04260		DUF296 domain-containing protein	WP_011132433.1		0	0	0	4	0	0	0	0	0	170	330	153	40	171	87	323	168	33	33	197	32	48	65	67	113	87	34	38	0	454	649	563	39	39	45
TX50_RS04265		hypothetical protein	WP_011132434.1		0	0	0	0	0	0	0	0	0	346	482	297	95	274	148	444	336	28	80	299	136	97	225	180	230	81	41	68	0	733	606	651	52	155	96
TX50_RS04270		SDR family oxidoreductase	WP_011132435.1		1	1	0	0	0	0	0	0	0	299	692	411	174	431	327	559	433	42	131	450	142	134	243	288	253	153	111	111	0	887	777	854	195	163	141
TX50_RS04275	nth	endonuclease III	WP_011132436.1		0	0	0	0	1	0	0	0	0	192	396	249	189	227	150	266	136	78	57	143	170	113	132	130	63	101	66	70	0	573	476	481	315	258	115
TX50_RS04280		ABC transporter ATP-binding protein	WP_011132437.1		0	4	0	10	1	0	0	0	2	103	164	124	37	101	53	179	169	19	32	74	26	19	92	68	93	122	37	49	0	157	236	237	73	51	42
TX50_RS04285		ferritin	WP_011132438.1		0	0	0	4	0	7	0	0	0	4372	5310	12838	1506	6754	4462	11824	9351	1290	1974	8525	4528	3728	5399	3863	6614	4678	2272	2489	3	7963	7451	10026	5957	7518	6586
TX50_RS04290		hypothetical protein	WP_011132439.1		0	2	6	0	0	0	0	0	0	189	349	238	184	267	149	543	439	36	37	59	11	10	132	97	71	144	42	89	2	514	376	561	180	364	330
TX50_RS04295		helix-turn-helix domain-containing protein	WP_011132440.1		4	0	0	0	4	0	9	0	0	591	1163	608	269	632	399	2080	1265	71	117	359	121	94	759	631	777	744	355	601	0	1309	1198	1439	511	1298	1239
TX50_RS04305		ABC transporter ATP-binding protein	WP_011132441.1		2	0	1	1	0	0	0	3	3	116	298	94	99	194	96	123	124	20	39	66	49	40	48	51	72	32	5	22	0	318	250	305	36	54	29
TX50_RS04310		Rieske 2Fe-2S domain-containing protein	WP_011132442.1		0	4	0	3	0	0	0	0	0	526	1198	196	310	410	258	451	342	38	126	402	68	96	206	166	178	178	25	97	3	1321	1146	1644	82	111	34
TX50_RS04315		hypothetical protein	WP_011132443.1		4	0	0	0	0	1	0	0	0	55	92	39	13	29	10	53	24	6	2	14	7	9	6	9	13	22	0	7	0	159	125	143	18	18	18
TX50_RS04320		hypothetical protein	WP_036930776.1		0	0	0	0	0	0	0	0	0	9	79	33	42	74	34	22	26	9	12	19	11	3	10	10	17	11	1	16	0	54	46	71	24	25	12
TX50_RS04325		hypothetical protein	WP_011132444.1		2	1	0	0	8	0	0	0	0	514	1143	4492	407	2259	1237	2488	1849	163	281	827	425	364	406	443	556	604	210	364	0	1486	1215	1397	1678	2401	1892
TX50_RS04330		hypothetical protein	WP_036930775.1		0	0	0	0	5	0	0	0	0	25	122	164	5	51	40	131	68	14	21	51	19	8	26	17	51	48	7	27	1	148	141	159	27	35	10
TX50_RS04335		hypothetical protein	WP_036930773.1		0	0	0	0	0	0	2	0	0	10	62	86	26	20	30	57	58	12	20	46	29	14	25	24	39	27	17	15	0	125	94	109	43	51	37
TX50_RS04340		hypothetical protein	WP_036930771.1		3	0	0	0	0	0	0	0	0	182	255	732	60	310	127	357	309	70	67	333	114	79	108	91	120	111	32	25	2	427	436	460	165	330	287
TX50_RS04345		hypothetical protein	WP_036930768.1		0	0	0	0	0	0	0	0	5	34	98	107	28	78	27	135	94	15	11	123	54	44	43	56	35	39	6	9	2	159	127	165	48	122	98
TX50_RS04350		cytochrome oxidase	WP_225866777.1		0	0	0	0	0	0	0	0	0	152	299	203	32	68	60	211	143	31	55	156	82	86	80	132	139	145	36	71	0	363	321	367	76	240	186
TX50_RS04355		hypothetical protein	WP_036930765.1		0	0	0	0	0	0	0	0	0	43	52	198	44	292	214	373	196	113	291	642	844	715	462	587	728	182	127	150	1	144	101	91	363	492	455
TX50_RS04360		hypothetical protein	WP_036930462.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TX50_RS04365		high light inducible protein			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TX50_RS04370		high light inducible protein	WP_011132450.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TX50_RS04375		high light inducible protein	WP_011132451.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TX50_RS04380		high light inducible protein	WP_011132452.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TX50_RS04385		DUF1651 domain-containing protein	WP_011132453.1		0	1	0	0	0	0	0	2	0	452	759	12349	418	978	583	1400	1115	547	666	1995	1147	960	1028	1004	664	633	531	517	0	1232	1552	1284	12762	13704	9763
TX50_RS04390		hypothetical protein	WP_225866778.1		0	0	0	0	0	0	0	0	0	0	45	14	25	15	19	32	15	2	10	12	8	3	12	10	22	4	1	1	0	82	21	46	29	22	2
TX50_RS04400		asparaginase	WP_011132455.1		0	0	0	0	0	4	0	2	0	190	412	420	128	233	149	334	240	101	85	264	185	130	184	149	199	114	42	120	2	566	558	558	232	289	246
TX50_RS04405		CGLD27 family protein	WP_011132456.1		0	0	0	0	1	0	0	1	0	87	147	206	30	100	30	188	88	18	40	96	30	23	59	82	66	25	15	30	0	200	213	205	109	148	150
TX50_RS04410	rsfS	ribosome silencing factor	WP_011132457.1		0	0	0	0	0	0	0	0	0	131	317	474	87	166	119	323	319	35	65	252	87	94	141	123	238	111	48	112	0	454	331	444	108	166	185
TX50_RS04415		DUF3318 domain-containing protein	WP_011132458.1		5	0	0	0	5	0	0	3	0	397	623	968	147	644	366	963	677	124	239	886	378	312	465	485	991	272	122	164	1	942	999	1037	331	382	435
TX50_RS04420	carB	carbamoyl-phosphate synthase large subunit	WP_011132459.1		0	9	8	2	0	4	3	0	0	2096	3754	5268	699	2262	1303	3041	2273	349	391	1180	451	418	819	664	985	858	397	537	0	4916	5524	5089	2173	2616	2274
TX50_RS04425		DUF6447 family protein	WP_036930477.1		0	0	0	0	0	0	0	3	0	480	1128	851	160	348	283	864	700	60	115	480	125	85	203	234	319	119	109	147	0	1279	1403	1318	186	172	188
TX50_RS04430		ABC transporter ATP-binding protein/permease	WP_036930476.1		3	1	1	0	0	5	2	0	1	473	943	1398	321	624	447	1012	919	166	216	760	354	279	601	404	550	337	149	248	2	1304	1400	1482	452	689	489
TX50_RS04435		RNA-binding S4 domain-containing protein	WP_011132462.1		0	0	0	0	0	0	0	0	0	4	21	10	6	5	6	22	21	0	14	18	6	6	16	11	11	9	4	6	0	22	21	24	18	14	17
TX50_RS04440	tpiA	triose-phosphate isomerase	WP_011132463.1		0	2	0	1	0	1	0	0	0	489	1277	385	171	344	194	647	407	69	91	359	104	87	163	176	291	254	79	161	0	1681	1858	1769	197	233	231
TX50_RS04445	folP	dihydropteroate synthase	WP_011132464.1		0	0	0	0	0	0	1	1	2	62	189	76	92	78	47	78	49	49	46	45	33	39	40	55	34	42	30	34	0	285	237	243	100	67	39
TX50_RS04450		magnesium chelatase subunit H	WP_011132465.1		1	8	1	13	4	14	5	5	2	7155	13573	4637	2024	5047	3362	10380	7640	1511	1977	7092	2096	1773	3419	2912	4722	2866	1195	2253	5	17834	21210	19489	1062	878	839
TX50_RS04455	dapB	4-hydroxy-tetrahydrodipicolinate reductase	WP_011132466.1		1	0	0	0	0	8	0	0	0	561	1226	589	265	477	261	761	492	108	69	226	77	66	135	120	139	145	96	113	0	1620	1432	1700	225	211	194
TX50_RS04460		hypothetical protein	WP_011132467.1		0	0	0	0	0	1	0	0	3	196	405	227	50	140	87	261	215	34	34	118	48	52	82	90	107	81	34	73	0	441	593	629	63	100	94
TX50_RS04465		FAD-dependent monooxygenase	WP_011132468.1		0	0	0	0	0	0	3	0	0	30	118	49	31	41	25	42	27	18	14	29	11	17	18	24	22	34	8	18	0	141	60	115	32	58	43
TX50_RS04470		DUF2949 domain-containing protein	WP_011132469.1		0	0	0	0	0	0	0	0	0	0	19	13	1	1	1	7	4	0	1	3	2	0	0	3	5	0	3	0	0	20	7	19	1	7	3
TX50_RS04475		DUF3038 domain-containing protein	WP_011132470.1		0	0	0	0	0	0	0	0	4	177	481	502	82	256	147	365	408	41	72	267	65	72	138	92	241	150	46	78	1	590	594	777	315	563	485
TX50_RS04480		DUF4335 domain-containing protein	WP_011132471.1		0	7	0	0	0	0	0	0	0	65	158	131	37	85	42	110	84	9	27	44	3	20	33	21	20	58	18	13	0	222	158	238	57	80	87
TX50_RS04490	mfd	transcription-repair coupling factor	WP_011132473.1		0	1	0	5	2	0	2	0	0	453	955	633	440	618	452	882	714	313	432	987	738	494	739	727	808	475	268	349	0	1383	1251	1334	530	755	703
TX50_RS04495		DUF475 domain-containing protein	WP_011132474.1		0	1	0	5	0	0	1	0	0	216	344	258	62	159	81	176	185	54	32	106	50	48	91	80	69	99	34	92	0	509	366	531	160	210	179
TX50_RS04500	fmt	methionyl-tRNA formyltransferase	WP_011132475.1		1	5	3	0	0	0	0	0	0	70	103	66	25	66	46	96	38	21	44	57	55	36	46	48	45	27	7	32	0	166	139	143	56	54	42
TX50_RS04505		TldD/PmbA family protein	WP_011132476.1		1	9	1	1	0	0	0	2	2	463	918	470	207	342	307	739	555	135	186	436	218	154	303	258	385	192	94	226	1	1275	1564	1479	386	357	378
TX50_RS04510		TldD/PmbA family protein	WP_011132477.1		0	1	0	0	3	4	0	0	2	1195	2602	1125	388	893	617	1584	1430	187	288	740	288	255	485	439	653	378	162	351	2	2978	3450	3384	623	719	662
TX50_RS04515	acsF	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	WP_011132478.1		0	6	0	3	0	0	0	0	0	6026	10066	2356	855	2872	1853	6013	5178	436	595	2607	529	466	1029	873	1424	1412	507	1009	1	12438	14290	14699	259	412	297
TX50_RS04520		DUF2996 domain-containing protein	WP_011132479.1		3	0	0	0	0	4	0	0	0	212	553	369	93	318	172	309	308	46	78	324	178	136	199	167	256	115	66	80	0	741	448	683	134	236	183
TX50_RS04525		hypothetical protein	WP_011132480.1		0	0	0	0	0	0	0	0	0	22	56	31	16	32	11	31	22	12	16	43	19	11	18	16	45	16	5	14	0	51	60	63	42	21	31
TX50_RS04530		RNB domain-containing ribonuclease	WP_011132481.1		0	4	0	0	1	7	8	0	2	686	1131	1652	648	973	614	1688	1395	229	387	1408	735	532	975	593	917	481	218	378	3	1757	1208	1652	706	1306	1117
TX50_RS04535		TMEM165/GDT1 family protein	WP_011132482.1		0	0	0	0	0	0	0	0	0	12	17	37	11	22	14	34	34	17	21	39	29	21	15	22	20	13	10	10	0	51	47	69	18	44	26
TX50_RS04540		TMEM165/GDT1 family protein	WP_011132483.1		0	0	0	0	0	0	0	0	0	8	37	31	5	25	28	34	45	7	12	19	15	6	16	13	18	19	11	8	0	35	34	58	26	52	38
TX50_RS04545		YkgJ family cysteine cluster protein	WP_011132484.1		0	0	0	0	0	3	1	0	0	29	40	58	27	50	28	78	48	29	42	83	46	32	32	50	55	34	18	20	0	63	54	87	90	116	58
TX50_RS04550		HAD-IA family hydrolase	WP_011132485.1		0	0	0	1	0	2	0	0	0	1409	3228	1093	275	647	473	1374	1124	189	152	778	191	150	294	277	388	559	171	380	1	3907	3668	4311	157	251	167
TX50_RS04555		DUF565 domain-containing protein	WP_011132486.1		0	0	0	0	0	0	0	0	0	13	65	65	13	22	16	47	43	8	14	54	21	33	20	4	11	122	1	8	0	129	61	75	59	64	48
TX50_RS04560	rpmF	50S ribosomal protein L32	WP_011132487.1		0	0	0	0	0	0	0	0	0	383	721	610	210	492	389	959	591	133	543	2306	879	750	810	538	1838	266	126	124	1	1020	1018	1027	229	270	204
TX50_RS04565	ftsH	ATP-dependent zinc metalloprotease FtsH	WP_011132488.1		2	0	0	5	1	11	0	0	5	838	1589	1573	270	882	587	1310	1071	167	269	678	317	307	636	537	567	639	374	501	0	2031	2237	2189	1041	1130	1079
TX50_RS04575		peroxiredoxin	WP_011132490.1		1	2	0	1	5	35	4	0	3	12777	19451	13866	3375	11987	7486	22078	16118	2383	3029	13499	5202	4280	7700	5724	6970	7330	4168	5186	7	24891	27816	26715	5658	7860	8083
TX50_RS04580		hypothetical protein	WP_011132491.1		0	0	0	0	0	7	0	0	0	60	225	101	39	77	42	126	85	34	61	111	36	41	70	87	160	49	22	28	0	318	192	316	54	43	41
TX50_RS04585		hypothetical protein	WP_011132492.1		0	0	0	0	0	0	0	0	0	47	114	284	42	210	124	272	239	38	84	276	120	47	168	145	117	94	29	81	0	145	137	188	142	252	222
TX50_RS04590		DUF1651 domain-containing protein	WP_011132493.1		0	0	0	0	0	0	0	0	0	2	16	17	13	17	12	9	8	12	20	19	13	11	15	3	30	7	1	6	0	17	19	38	11	15	29
TX50_RS04600		DUF1651 domain-containing protein	WP_011132494.1		0	0	0	2	0	0	0	0	0	17	41	43	16	33	45	37	21	28	76	111	101	103	114	88	82	55	50	49	0	67	46	47	21	36	14
TX50_RS04605		hypothetical protein	WP_036930458.1		0	0	0	8	0	0	0	0	0	60	175	73	455	269	181	231	193	1144	1959	2690	2923	2708	1457	1745	480	1875	1049	897	0	383	349	251	163	95	89
TX50_RS04615		tRNA (cytidine(34)-2'-O)-methyltransferase	WP_011132496.1		0	0	0	0	0	0	0	0	0	31	68	56	36	39	28	68	53	20	25	55	27	22	42	30	32	37	14	17	0	96	79	123	55	59	60
TX50_RS04620		bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	WP_011132497.1		2	0	0	3	0	0	0	0	0	171	222	78	49	112	100	147	122	26	53	156	65	42	99	81	129	68	23	55	2	256	372	329	34	36	35
TX50_RS04625		hypothetical protein	WP_011132498.1		0	0	0	0	8	7	2	0	0	1384	1787	871	244	1080	754	1784	1468	102	224	1160	382	314	591	459	788	422	136	205	0	2168	2269	3011	142	269	155
TX50_RS04630		cofactor assembly of complex C subunit B	WP_011132499.1		0	1	0	0	0	0	0	0	1	94	188	113	21	83	53	127	126	23	36	83	38	32	31	39	60	62	7	33	1	269	252	304	52	76	64
TX50_RS04635	lptC	LPS export ABC transporter periplasmic protein LptC	WP_080503708.1		0	0	0	0	6	0	1	0	0	230	398	251	103	202	130	300	325	18	54	199	50	69	172	130	160	94	19	50	2	537	517	610	94	189	152
TX50_RS04640	metG	methionine--tRNA ligase	WP_011132501.1		0	0	0	0	0	2	0	0	0	1812	2852	1988	719	1400	1022	2409	1837	302	399	1579	652	599	878	842	1092	759	354	546	2	4114	3898	4809	1275	2817	2807
TX50_RS04645		RNB domain-containing ribonuclease	WP_011132502.1		0	1	0	4	0	0	0	0	0	222	817	325	267	273	195	398	396	66	106	374	126	119	170	143	148	158	60	124	3	991	1020	1131	119	158	134
TX50_RS04650	rpsR	30S ribosomal protein S18	WP_002806014.1		0	0	0	0	6	1	0	4	0	592	2171	878	960	964	673	1345	1093	131	517	1553	727	605	710	521	223	430	123	205	3	3390	2458	2902	193	182	175
TX50_RS04655	rpmG	50S ribosomal protein L33	WP_011132503.1		0	3	0	0	0	0	0	0	0	748	1514	753	722	843	589	1293	1080	295	701	2386	1015	877	775	552	444	429	176	218	0	2225	2174	1896	228	145	202
TX50_RS04660	pheT	phenylalanine--tRNA ligase subunit beta	WP_011132504.1		2	0	0	0	8	0	0	0	4	273	970	545	294	489	357	902	729	127	224	807	261	245	314	300	541	206	99	123	5	1470	1993	1792	273	400	350
TX50_RS04665		hypothetical protein	WP_011132505.1		0	0	0	0	0	5	0	0	0	1309	1696	1583	387	1941	1076	3799	2685	1169	1050	5036	2114	1782	1334	1447	3190	1185	854	1118	0	2441	3125	3013	1267	1482	1618
TX50_RS04670		molecular chaperone DnaJ	WP_011132506.1		0	2	0	0	0	0	0	0	0	35	67	199	36	66	44	94	85	23	29	99	49	48	76	53	115	23	27	26	0	91	76	103	97	169	138
TX50_RS04675		ATP adenylyltransferase	WP_011132507.1		0	2	1	1	0	3	0	0	0	213	587	186	103	128	127	261	238	37	35	105	28	40	51	41	87	91	41	72	0	492	502	637	88	68	66
TX50_RS04680		DUF2237 domain-containing protein	WP_011132508.1		0	0	0	0	5	1	0	0	0	430	1036	583	230	326	215	576	433	39	127	262	113	85	220	175	196	172	61	132	1	1412	1078	1470	116	127	114
TX50_RS04685		hypothetical protein	WP_011132509.1		0	0	0	0	0	0	0	0	0	206	477	166	54	263	210	393	371	51	49	283	69	68	105	104	196	71	26	52	0	530	1038	775	38	14	27
TX50_RS04690	metH	methionine synthase	WP_011132510.1		0	3	1	0	5	1	0	0	3	678	1498	797	517	703	409	1000	819	261	308	642	397	391	452	458	510	419	173	367	0	2107	2052	2425	484	521	517
TX50_RS04695		branched-chain amino acid transaminase	WP_011132511.1		0	0	0	9	0	1	0	0	0	837	1359	1728	279	1188	790	1842	1422	195	366	1656	633	524	690	567	905	494	219	348	0	1799	1913	2039	482	718	554
TX50_RS04700	cobN	cobaltochelatase subunit CobN	WP_011132512.1		2	6	5	3	11	6	4	0	7	216	401	336	239	280	171	389	274	142	169	233	243	195	250	176	205	235	91	123	0	565	539	681	322	349	371
TX50_RS04705		PHP domain-containing protein	WP_011132513.1		0	0	0	0	0	0	0	0	0	90	251	171	68	132	80	159	136	29	57	120	75	62	116	74	132	38	25	29	0	242	331	266	99	165	81
TX50_RS04710	hemJ	protoporphyrinogen oxidase HemJ	WP_036930471.1		0	0	0	0	0	0	0	0	0	160	335	251	48	121	63	265	187	25	47	149	56	31	58	83	90	100	25	71	0	423	576	530	92	123	115
TX50_RS04715	uvrC	excinuclease ABC subunit UvrC	WP_011132515.1		2	5	0	0	0	0	0	0	1	507	1064	1084	292	648	413	805	767	110	187	513	221	214	335	275	363	261	84	219	0	1064	974	1322	637	987	722
TX50_RS04720		flavin reductase family protein	WP_011132516.1		0	0	0	0	0	0	0	3	1	865	1222	2580	333	1325	871	2200	1563	204	370	1517	724	593	681	499	755	372	234	266	1	1618	1864	1862	1304	1720	1357
TX50_RS04725	coaD	pantetheine-phosphate adenylyltransferase	WP_011132517.1		0	0	0	0	0	0	0	3	0	188	360	390	122	200	171	392	322	34	66	232	121	114	115	91	49	121	30	65	0	564	383	465	176	330	217
TX50_RS04730		D-alanyl-D-alanine carboxypeptidase	WP_036930451.1		0	0	0	0	1	0	0	0	0	78	268	278	78	98	103	192	174	20	67	101	59	32	61	70	65	72	17	19	0	361	246	372	189	267	176
TX50_RS04735		DUF1995 family protein	WP_011132519.1		0	0	0	1	0	0	0	2	0	51	110	127	41	53	30	117	126	23	10	47	27	8	27	27	33	27	26	16	0	159	135	215	63	91	89
TX50_RS04740		aminotransferase class V-fold PLP-dependent enzyme	WP_011132520.1		0	0	0	0	0	1	0	0	0	98	311	229	99	144	75	221	185	22	57	124	57	76	84	70	71	52	14	59	0	420	394	476	96	175	78
TX50_RS04745	dapF	diaminopimelate epimerase	WP_011132521.1		0	1	0	0	0	0	0	0	0	413	759	541	200	331	197	512	280	74	68	283	135	95	167	149	156	134	41	102	4	980	953	1065	155	177	176
TX50_RS04750	leuS	leucine--tRNA ligase	WP_011132522.1		0	3	0	0	0	0	2	0	2	626	1607	928	315	634	414	835	738	137	210	583	254	197	297	342	491	284	122	222	0	2028	2222	2115	389	677	612
TX50_RS04755		glucose-6-phosphate isomerase	WP_011132523.1		0	0	0	5	1	1	1	2	0	306	589	373	94	266	166	474	304	79	64	281	110	96	179	184	285	150	56	115	0	884	1231	997	150	194	168
TX50_RS04760	purN	phosphoribosylglycinamide formyltransferase	WP_011132524.1		0	0	0	2	0	0	2	0	0	48	65	99	15	58	43	72	48	24	9	41	37	18	30	33	34	36	13	24	0	134	127	126	55	76	55
TX50_RS04765	argC	N-acetyl-gamma-glutamyl-phosphate reductase	WP_011132525.1		0	4	0	0	0	1	1	0	0	250	538	498	89	288	138	552	384	46	80	208	124	105	146	109	227	122	46	138	0	649	838	767	176	143	111
TX50_RS04770	ribA	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase RibB/GTP cyclohydrolase II RibA	WP_011132526.1		0	1	0	3	3	4	1	4	4	263	529	427	170	311	222	533	373	177	243	616	290	221	337	310	476	174	110	184	1	723	803	889	278	308	299
TX50_RS04775		peptidylprolyl isomerase	WP_011132527.1		0	0	0	0	0	6	0	0	1	1001	2634	808	361	800	548	1445	1110	214	399	1496	670	608	667	659	655	498	249	405	0	3500	3969	3700	210	275	267
TX50_RS04780		DUF3110 domain-containing protein	WP_011132528.1		0	0	0	5	0	0	0	1	2	72	262	80	45	72	29	100	103	42	42	118	55	49	78	100	155	54	19	34	2	256	226	290	34	47	51
